Description,Start Date,End Date,Quantity,Unit,tCO2e,Month,Material Type
Waste Management,2023-04-19,2023-08-08,2.2,tons,0.251625,Aug '23,Waste Management
Waste Management,2023-03-23,2023-04-19,4.92,tons,0.562725,Apr '23,Waste Management
Waste Management,2023-03-23,2023-03-23,3.15,tons,0.36028125,Mar '23,Waste Management
